variant_id,review_status,review_type,review_reason,syntax_ok,runtime_target_ok,behavior_equivalent_confidence,review_notes,parse_attempted,parse_error_count,parse_error_messages,validated_runtimes,invariant_checks_ok,invariant_failures
variant_67508284fc64,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_9eb75a844972,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_e25c03803051,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_30d7e614a069,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_6bb9a7306ae6,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_8870a3fc3ca9,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_792d3c58e3ba,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_babc3c60c32d,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_63e5c34bb2c8,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_5279c404a57f,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_2e050f527360,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_b090e225bbc0,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_2e5114acca52,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_cc34d575eb6f,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_8e4e3fc6448e,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_93785237cf81,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_9bc278d9995e,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_99eb364a5dd7,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_dbacc59abf96,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_a7c97704e516,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_ce1ff68fd5cc,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_64465e9ef6b8,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_64029a730b33,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_dc68a2e3dd99,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_45f950145b34,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_6243a3f03366,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_3a18a9d12d89,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
