variant_id,review_status,review_type,review_reason,syntax_ok,runtime_target_ok,behavior_equivalent_confidence,review_notes,parse_attempted,parse_error_count,parse_error_messages,validated_runtimes,invariant_checks_ok,invariant_failures
variant_df966990131b,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_be59e4c58165,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_dcd8d67c1229,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_7bdef4f0ac93,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_fbad6767931a,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_4e1d2783d11a,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_1ccc1b9201fd,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_9a1c3e8ddcd5,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_5d96d3915247,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_1fc258651487,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_35830bf7f531,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",False,False,low,,True,1,tree_sitter_parse_error,tree_sitter_powershell,True,
variant_bc2fc0050489,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",False,False,low,,True,1,tree_sitter_parse_error,tree_sitter_powershell,True,
variant_057cd64367a9,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",False,False,low,,True,1,tree_sitter_parse_error,tree_sitter_powershell,True,
variant_058d65301c75,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",False,False,low,,True,1,tree_sitter_parse_error,tree_sitter_powershell,True,
variant_d0ecc514c9e9,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_cbe8eef2db05,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_cc8500aac28f,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_9e2b299cd506,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_7bcf6b84552e,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_c73bcc159eb2,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_e25b934e13e2,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_af4d6af82d7d,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_c3eac2d0d288,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_b56a40c8aa7e,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_140f85d5affd,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_6c9620795230,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_a107bd1c245e,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
variant_a0d7493926bb,needs_review,tree_sitter_fallback,"tree_sitter_only_missing_required_runtime:pwsh_7,windows_powershell_5_1",True,False,low,,True,0,,tree_sitter_powershell,True,
